created_at,name,username,followers_count,following_count,tweet_count,listed_count,description,location,verified,pol_party,user_impact,user_impact_scaled
2009-02-27 23:04:51+00:00,Mike Pence,MikePence,9241258,26,10121,39691,"Husband, father, 48th Vice President of the United States 🇺🇸",,True,Republicans,46223.5390760527,0.25979201814793274
2008-03-18 17:15:41+00:00,House Republicans,HouseGOP,1953213,1203,42935,9499,Text FREEDOM to 80810 to receive exclusive updates from the Republican National Committee!,,True,Republicans,295.331446357,0.0
2008-04-13 20:23:13+00:00,The Democrats,TheDemocrats,2181227,73,36241,12410,"We’re fighting for a better, fairer, and brighter future for every American. Together, we can build back better.","Washington, D.C.",True,Democrats,715.4853951555,0.0023765926850716225
2009-04-11 00:42:07+00:00,Kamala Harris,KamalaHarris,19095700,733,16253,26480,"Fighting for the people. Wife, Momala, Auntie. She/her. Official account is @VP.","Washington, DC",True,Democrats,31882.8897802293,0.17867441277234547
2007-03-11 17:51:24+00:00,Joe Biden,JoeBiden,32044976,48,7849,37763,"Husband to @DrBiden, proud father and grandfather. Ready to build back better for all Americans. Official account is @POTUS.","Washington, DC",True,Democrats,177083.702225104,0.9999999999999999
2009-03-18 00:00:00+00:00,Donald J. Trump,realDonaldTrump,52589688,31,30864,67028,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/IURuMIrzxb",,True,Republicans,164199.5172330764,0.9271208567889777
