clustering-algo,c_v,c_umass,time
BERTopic,1.0,,392.8902597427368
HDP,0.6407139387659011,-17.322259658096286,98.36118669509888
LDA,0.7000038470718276,-2.261683859736718,3151.2420374393464
LSI,0.5852235145611578,-2.593558829629796,27.59144492149353
NMF,0.7730224061734908,-1.6109438079094165,419.85681109428407
Parallel LDA,0.5921003194836786,-2.4195481786506337,703.2995671749115
